Timestamp,Raw
1729867951.0285811,1077
1729867951.0306666,1077
1729867951.0327451,1077
1729867951.034821,898
1729867951.0369148,898
1729867951.0389888,898
1729867951.041096,898
1729867951.043248,898
1729867951.0453968,898
1729867951.047547,898
1729867951.0496573,976
1729867951.0517378,976
1729867951.0538623,602
1729867951.0559473,602
1729867951.0580075,602
1729867951.060098,602
1729867951.062242,602
1729867951.0643697,602
1729867951.0684662,602
1729867951.0706303,602
1729867951.0727684,602
1729867951.0748706,602
1729867951.0769434,602
1729867951.0790107,602
1729867951.0810747,2
1729867951.0831556,2
1729867951.08527,194
1729867951.0874085,194
1729867951.0895343,194
1729867951.0916564,194
1729867951.0937452,194
1729867951.0958288,194
1729867951.0979166,194
1729867951.0999348,194
1729867951.102002,194
1729867951.1040576,194
1729867951.1061113,194
1729867951.1081624,194
1729867951.1102169,194
1729867951.112273,194
1729867951.1143348,194
1729867951.1163929,194
1729867951.118457,194
1729867951.1205165,194
1729867951.122582,194
1729867951.1246407,194
1729867951.126704,194
1729867951.1287668,194
1729867951.1308286,194
1729867951.1328907,194
1729867951.134933,194
1729867951.1369967,194
1729867951.1390593,194
1729867951.1411238,194
1729867951.1431825,194
1729867951.1452456,194
1729867951.147303,194
1729867951.149367,194
1729867951.1514225,194
1729867951.153479,194
1729867951.1555312,194
1729867951.1575882,194
1729867951.1596398,194
1729867951.1616967,194
1729867951.163752,194
1729867951.1702807,194
1729867951.172369,194
1729867951.174428,194
1729867951.1764789,194
1729867951.1785388,194
1729867951.1806169,194
1729867951.182693,194
1729867951.1847582,194
1729867951.1868184,194
1729867951.1888723,194
1729867951.1909332,194
1729867951.1929884,194
1729867951.1950455,194
1729867951.1970987,194
1729867951.1991556,194
1729867951.2012565,194
1729867951.20332,194
1729867951.2053795,194
1729867951.207443,194
1729867951.2095013,194
1729867951.2115645,194
1729867951.2136226,194
1729867951.2156851,194
1729867951.217745,194
1729867951.2198064,194
1729867951.2218666,194
1729867951.223927,194
1729867951.2259865,194
1729867951.2280507,307
1729867951.2301443,-515
1729867951.2322063,-2048
1729867951.234294,-2048
1729867951.2363575,-2048
1729867951.2384222,-2048
1729867951.2404811,-2048
1729867951.2425427,-2048
1729867951.2445965,-2048
1729867951.246654,-2048
1729867951.2487118,-2048
1729867951.2507684,-2048
1729867951.2528248,-2048
1729867951.2548797,-2048
1729867951.2569282,-2048
1729867951.258987,-2048
1729867951.2610402,-2048
1729867951.263097,-2048
1729867951.265156,-542
1729867951.27168,-2048
1729867951.2738776,-1717
1729867951.2760086,2047
1729867951.2780836,1052
1729867951.2801533,1052
1729867951.2822244,1052
1729867951.2842836,1052
1729867951.2863426,1052
1729867951.288397,1052
1729867951.2904565,1012
1729867951.2925103,1012
1729867951.2945693,914
1729867951.296624,736
1729867951.2986836,379
1729867951.3007393,681
1729867951.3027964,650
1729867951.304862,650
1729867951.3069286,650
1729867951.3089871,650
1729867951.3110518,619
1729867951.3131151,-2048
1729867951.3151824,-2048
1729867951.317244,-2048
1729867951.3193088,-2048
1729867951.3213706,-2048
1729867951.3234327,-2048
1729867951.3254933,-2048
1729867951.3275733,-2048
1729867951.3296635,-2048
1729867951.331726,887
1729867951.3337882,-599
1729867951.33585,1164
1729867951.337938,1164
1729867951.3400059,844
1729867951.3420706,1047
1729867951.3441284,965
1729867951.346187,965
1729867951.348243,693
1729867951.3503036,873
1729867951.3523622,840
1729867951.3544235,840
1729867951.3564763,840
1729867951.3585358,840
1729867951.360591,840
1729867951.3626487,840
1729867951.3647053,840
1729867951.3667653,812
1729867951.3737957,812
1729867951.3759742,569
1729867951.378106,547
1729867951.380252,530
1729867951.3823962,498
1729867951.3845174,498
1729867951.386628,458
1729867951.3887334,445
1729867951.3908246,445
1729867951.3928938,445
1729867951.3949852,445
1729867951.397132,434
1729867951.3992357,388
1729867951.4012895,388
1729867951.4033403,362
1729867951.405396,352
1729867951.4074445,352
1729867951.4094937,352
1729867951.4115417,352
1729867951.4135919,328
1729867951.4156468,316
1729867951.4176972,297
1729867951.4197464,278
1729867951.4217935,278
1729867951.4238422,252
1729867951.4258916,236
1729867951.4279573,236
1729867951.4300091,236
1729867951.432058,236
1729867951.434107,236
1729867951.4361546,236
1729867951.438202,236
1729867951.440251,230
1729867951.4423037,217
1729867951.4443562,202
1729867951.4464061,202
1729867951.4484549,171
1729867951.450506,157
1729867951.4525561,157
1729867951.4546053,155
1729867951.456655,155
1729867951.4587066,144
1729867951.4607584,136
1729867951.46281,134
1729867951.4648623,137
1729867951.4669378,137
1729867951.4756575,137
1729867951.477796,137
1729867951.4799287,122
1729867951.4821248,122
1729867951.4842768,-466
1729867951.4863348,125
1729867951.4883924,125
1729867951.4904442,-1204
1729867951.492494,170
1729867951.4945436,170
1729867951.496592,156
1729867951.4986405,-324
1729867951.5006895,224
1729867951.5027382,224
1729867951.504787,224
1729867951.5068355,224
1729867951.5088856,224
1729867951.5109544,224
1729867951.5130055,224
1729867951.5150566,224
1729867951.5171087,224
1729867951.5191643,-1349
1729867951.5212147,-1349
1729867951.5232728,344
1729867951.5253334,305
1729867951.5273824,305
1729867951.529466,-2048
1729867951.5315266,609
1729867951.5335863,609
1729867951.5356371,-1332
1729867951.537686,816
1729867951.5397341,-1513
1729867951.5417833,-1513
1729867951.5438323,-1513
1729867951.545881,-1513
1729867951.5479417,-1513
1729867951.5500295,-1513
1729867951.5521262,856
1729867951.554225,-2048
1729867951.5564938,610
1729867951.5585747,610
1729867951.5606248,610
1729867951.562675,610
1729867951.5647244,-2048
1729867951.5668044,-2048
1729867951.5688558,-2048
1729867951.5785537,-866
1729867951.5806825,1229
1729867951.5827656,1229
1729867951.5848198,1229
1729867951.5898323,1229
1729867951.5942218,1229
1729867951.598854,1229
1729867951.603401,1229
1729867951.6076736,1229
1729867951.6119487,1229
1729867951.617151,1229
1729867951.6219478,-561
1729867951.6263795,-561
1729867951.6308887,-561
1729867951.635467,-561
1729867951.6399953,-561
1729867951.6442854,346
1729867951.6489644,346
1729867951.654819,-2048
1729867951.6594203,-2048
1729867951.663803,-2048
1729867951.6683047,-1637
1729867951.6726365,2047
1729867951.685986,2047
1729867951.6906774,2047
1729867951.6949744,2047
1729867951.6996834,2047
1729867951.7040124,2047
1729867951.7082639,2047
1729867951.7125373,2047
1729867951.7185802,2047
1729867951.7234325,-2048
1729867951.7280273,2047
1729867951.7328172,2047
1729867951.7374148,2047
1729867951.7418804,-2048
1729867951.7480347,2047
1729867951.752837,-2048
1729867951.757187,-427
1729867951.7618802,2047
1729867951.7666435,2047
1729867951.7710128,2047
1729867951.7752924,2047
1729867951.7900639,2047
1729867951.7946153,2047
1729867951.7998626,2047
1729867951.8045797,139
1729867951.809451,-2048
1729867951.814136,-2048
1729867951.8182569,-2048
1729867951.8226442,-2048
1729867951.827307,2047
1729867951.8324058,2047
1729867951.8369355,1910
1729867951.84182,-2048
1729867951.845303,2047
1729867951.848761,2047
1729867951.851713,-2048
1729867951.8545945,-2048
1729867951.8574595,-957
1729867951.860341,2047
1729867951.8632247,1960
1729867951.8660848,1257
1729867951.8689625,-2048
1729867951.8722746,-2048
1729867951.8753915,2047
1729867951.8793073,2047
1729867951.8945203,-519
1729867951.9000835,-2048
1729867951.904973,-2048
1729867951.9095993,-2048
1729867951.914468,-1352
1729867951.9191236,2047
1729867951.9238005,2047
1729867951.9282773,2047
1729867951.9332545,2047
1729867951.9382067,-2048
1729867951.9436295,-2048
1729867951.9489684,1648
1729867951.9535503,-2048
1729867951.9577038,-2048
1729867951.9623494,-2048
1729867951.968467,-2048
1729867951.9732308,-2048
1729867951.9775634,2047
1729867951.9823964,-2048
1729867951.9953697,-2048
1729867952.0018973,-2048
1729867952.0063763,2047
1729867952.010695,2047
1729867952.0160398,1766
1729867952.0205233,-2048
1729867952.024844,-2048
1729867952.0300217,2047
1729867952.0342674,2047
1729867952.038781,2047
1729867952.0438027,2047
1729867952.0490246,2047
1729867952.0539908,-2048
1729867952.0586917,2047
1729867952.0641136,2047
1729867952.0684874,-2048
1729867952.0727785,848
1729867952.0770473,2047
1729867952.081657,2047
1729867952.0860047,2047
1729867952.0906086,2047
1729867952.1050916,2047
1729867952.1094177,-2048
1729867952.1140645,-2048
1729867952.118767,-2048
1729867952.124288,2047
1729867952.1289783,-2048
1729867952.134029,2047
1729867952.1388643,-2048
1729867952.1431913,2047
1729867952.1474476,2047
1729867952.1517062,2047
1729867952.1565492,2047
1729867952.1614633,2047
1729867952.1662812,-2048
1729867952.1708062,-2048
1729867952.1755486,-1208
1729867952.1798012,2047
1729867952.184218,2047
1729867952.1890628,2047
1729867952.1935108,-1006
1729867952.208979,-2048
1729867952.213942,2047
1729867952.2188888,-2048
1729867952.22349,-2048
1729867952.228154,-2048
1729867952.2335153,-2048
1729867952.2379627,-2048
1729867952.2423975,2047
1729867952.2470555,2047
1729867952.252317,-2048
1729867952.2568135,1268
1729867952.2614279,2047
1729867952.2662194,2047
1729867952.270577,2047
1729867952.2750342,2047
1729867952.2798538,2047
1729867952.2846024,2047
1729867952.289328,-139
1729867952.2936149,-2048
1729867952.2981863,-2048
1729867952.3025787,-2048
1729867952.3191485,-2048
1729867952.3235378,-187
1729867952.3280692,2047
1729867952.3320527,2047
1729867952.3364027,2047
1729867952.3407233,2047
1729867952.3462183,-1238
1729867952.3505998,22
1729867952.355259,-2048
1729867952.3595114,2047
1729867952.364766,2047
1729867952.3691893,218
1729867952.3734777,218
1729867952.3783858,218
1729867952.3833723,-2048
1729867952.3881216,-2048
1729867952.392364,-1821
1729867952.396602,-1821
1729867952.4008262,-1821
1729867952.4051435,-1821
1729867952.4098704,-1821
1729867952.4145713,-1821
1729867952.4189236,-1821
1729867952.4336488,-1821
1729867952.4371397,2047
1729867952.4405873,2047
1729867952.4435692,2047
1729867952.446527,2047
1729867952.450927,2047
1729867952.455443,2047
1729867952.4596875,2047
1729867952.4639452,2047
1729867952.4687023,2047
1729867952.474329,1539
1729867952.478892,104
1729867952.4836566,2047
1729867952.4880593,2047
1729867952.4925637,2047
1729867952.497293,2047
1729867952.5022473,1939
1729867952.5068505,-595
1729867952.5116677,2047
1729867952.516488,1115
1729867952.5208237,1115
1729867952.5251093,1115
1729867952.5298414,1115
1729867952.5335748,-2048
1729867952.5366297,2047
1729867952.553219,-1570
1729867952.55762,-2048
1729867952.5629442,-2048
1729867952.5685334,-2048
1729867952.573287,-2048
1729867952.5776439,2047
1729867952.5827,-2048
1729867952.5874243,2047
1729867952.591728,1718
1729867952.5965533,1718
1729867952.6009934,1718
1729867952.6056106,1718
1729867952.6098876,2047
1729867952.615064,2047
1729867952.6198165,-1177
1729867952.626086,-2048
1729867952.631522,-2048
1729867952.635713,2044
1729867952.6389766,2044
1729867952.6424067,2044
1729867952.6457415,-2048
1729867952.6512573,2047
1729867952.670464,-2048
1729867952.674331,-2048
1729867952.678361,-2048
1729867952.6826825,2047
1729867952.68769,2047
1729867952.6925728,81
1729867952.697689,-2048
1729867952.7026312,1841
1729867952.7069767,-2048
1729867952.7112324,-2048
1729867952.7154846,-2048
1729867952.7207627,2047
1729867952.7261367,923
1729867952.7313073,2047
1729867952.736116,1029
1729867952.7409832,2047
1729867952.7455206,-1752
1729867952.750225,-1752
1729867952.7563233,-1752
1729867952.7613487,2047
1729867952.7760653,224
1729867952.7801461,802
1729867952.7835321,802
1729867952.7867665,802
1729867952.7896402,802
1729867952.7925067,-2048
1729867952.7960808,-2048
1729867952.8005767,-583
1729867952.8052974,-954
1729867952.810022,611
1729867952.8152802,-2048
1729867952.8199193,2047
1729867952.8241982,2047
1729867952.8284664,2047
1729867952.8338623,-2048
1729867952.8383293,-518
1729867952.8429291,2047
1729867952.848341,2047
1729867952.8532047,2047
1729867952.8574746,2047
1729867952.8617358,2047
1729867952.8666742,2047
1729867952.8857296,873
1729867952.8910859,1479
1729867952.8957396,1762
1729867952.9002159,1762
1729867952.904595,1762
1729867952.9107482,-1558
1729867952.9156895,1372
1729867952.9200246,1495
1729867952.9243114,1409
1729867952.9295838,1434
1729867952.934122,-1624
1729867952.938442,-1624
1729867952.944146,-1624
1729867952.9489455,-2048
1729867952.9540482,311
1729867952.9589512,-2048
1729867952.9632719,587
1729867952.967515,-1357
1729867952.9722855,-1357
1729867952.9768515,-1357
1729867952.99522,2047
1729867953.000415,-2048
1729867953.0058308,1449
1729867953.0107176,-2048
1729867953.0154092,-2048
1729867953.0197093,-2048
1729867953.0239925,-2048
1729867953.028224,-2048
1729867953.032479,-2048
1729867953.0377069,-2048
1729867953.0420644,2047
1729867953.0467486,2047
1729867953.0513654,2047
1729867953.055992,-2048
1729867953.06165,716
1729867953.066995,-2042
1729867953.0724716,1936
1729867953.0777478,1109
1729867953.0824215,-1780
1729867953.0867724,-1780
1729867953.1073897,-1780
1729867953.1122775,1472
1729867953.1172047,-1677
1729867953.1214874,-1363
1729867953.125718,-1363
1729867953.131318,-1363
1729867953.1360378,-859
1729867953.1403081,-1356
1729867953.144611,2047
1729867953.1495895,-1412
1729867953.1544514,1989
1729867953.1593652,-123
1729867953.1644905,-123
1729867953.1693764,-1292
1729867953.174324,-1069
1729867953.1792448,764
1729867953.183795,-993
1729867953.188694,833
1729867953.1939402,-694
1729867953.199465,-1090
1729867953.218581,292
1729867953.2236743,292
1729867953.2288792,2047
1729867953.2336612,-883
1729867953.237968,-883
1729867953.2431595,-883
1729867953.2475567,-8
1729867953.2522976,-757
1729867953.257377,-1611
1729867953.262479,2047
1729867953.2673788,-179
1729867953.272084,-179
1729867953.2764888,-179
1729867953.2808812,2047
1729867953.2868319,722
1729867953.291944,-1511
1729867953.2966902,2047
1729867953.3013513,-43
1729867953.3057818,1812
1729867953.310051,1812
1729867953.3143268,1812
1729867953.319655,1812
1729867953.3418128,-1345
1729867953.3465044,-833
1729867953.3515384,-833
1729867953.355743,-833
1729867953.3606744,-833
1729867953.3660543,-1988
1729867953.3709595,-1649
1729867953.3758817,-1673
1729867953.3810475,-1466
1729867953.3857193,-444
1729867953.3901148,-1244
1729867953.3943508,-1244
1729867953.399271,-1244
1729867953.403548,-1244
1729867953.4077804,-1244
1729867953.4125104,-1244
1729867953.4168634,-1244
1729867953.421112,-1244
1729867953.4253314,-1244
1729867953.4298503,-1244
1729867953.434409,-1244
1729867953.4390419,-1244
1729867953.443808,-1244
1729867953.460549,-1244
1729867953.466609,-658
1729867953.4715087,-532
1729867953.477163,-477
1729867953.4824145,-424
1729867953.4870067,-297
1729867953.4914641,-317
1729867953.495699,-279
1729867953.5002856,-261
1729867953.5055816,391
1729867953.5104182,16
1729867953.5153575,-278
1729867953.5192077,499
1729867953.5221035,-147
1729867953.5249815,93
1729867953.5279565,93
1729867953.530804,-274
1729867953.5344827,322
1729867953.5395577,650
1729867953.544082,231
1729867953.5488226,-165
1729867953.5535586,2047
1729867953.5580735,2047
1729867953.5625918,2047
1729867953.5775235,1909
1729867953.582489,1909
1729867953.5870626,1909
1729867953.5913618,1909
1729867953.5956256,1909
1729867953.6009755,1909
1729867953.605964,-397
1729867953.610207,2047
1729867953.6150737,2047
1729867953.6200044,2047
1729867953.6248224,-2048
1729867953.6300704,-2048
1729867953.6352363,-2030
1729867953.6399982,-1816
1729867953.6445487,-1685
1729867953.6500869,-1505
1729867953.6545975,-1290
1729867953.6591418,-1290
1729867953.6642315,-1242
1729867953.6872709,-1150
1729867953.6941872,-642
1729867953.6999269,-569
1729867953.704377,-485
1729867953.7086966,-449
1729867953.7135308,-411
1729867953.7179477,-380
1729867953.7225628,-380
1729867953.7284753,-380
1729867953.7331054,-380
1729867953.7374766,-380
1729867953.74174,-380
1729867953.7460892,-380
1729867953.750966,-380
1729867953.7560112,-337
1729867953.7613163,-429
1729867953.7656572,-412
1729867953.769968,-412
1729867953.7751434,-364
1729867953.7801085,-296
1729867953.802879,-273
1729867953.807673,-260
1729867953.812437,-171
1729867953.8171656,-154
1729867953.8233948,-133
1729867953.828519,-118
1729867953.8328938,-105
1729867953.83723,-105
1729867953.841479,-105
1729867953.8457549,-93
1729867953.8509996,-82
1729867953.8571208,-54
1729867953.8619413,-56
1729867953.8668907,-45
1729867953.8714814,-45
1729867953.8760118,-45
1729867953.88053,-45
1729867953.8854392,-45
1729867953.8903196,-45
1729867953.8955617,-42
1729867953.9125905,-34
1729867953.9180202,747
1729867953.9223716,747
1729867953.926607,747
1729867953.9313455,747
1729867953.935657,747
1729867953.9402447,1512
1729867953.9450316,-280
1729867953.9501595,-280
1729867953.954945,-280
1729867953.9593422,16
1729867953.9650824,-842
1729867953.9698637,-1643
1729867953.9748366,-1643
1729867953.9803889,2047
1729867953.984816,-1670
1729867953.989256,-1777
1729867953.993484,-1777
1729867953.9983623,-1777
1729867954.0028915,-1777
1729867954.0255983,-1777
1729867954.030642,88
1729867954.0360165,-153
1729867954.0409708,468
1729867954.045952,193
1729867954.050315,508
1729867954.0547245,1081
1729867954.0592089,1081
1729867954.063821,1081
1729867954.0687063,1081
1729867954.0719635,876
1729867954.0754907,876
1729867954.0805504,1227
1729867954.0849571,409
1729867954.0895715,1187
1729867954.0942419,155
1729867954.098932,-17
1729867954.1037776,486
1729867954.108242,486
1729867954.1127844,486
1729867954.1170578,486
1729867954.1213148,486
1729867954.1255748,921
1729867954.1523414,1482
1729867954.1572373,664
1729867954.1616812,-386
1729867954.166783,427
1729867954.17118,279
1729867954.1740696,279
1729867954.1769896,279
1729867954.180019,900
1729867954.1832488,900
1729867954.1863778,1717
1729867954.1893778,640
1729867954.1922493,795
1729867954.1955369,2047
1729867954.1992223,2047
1729867954.2021568,-1862
1729867954.205008,-1862
1729867954.2078469,-1862
1729867954.2106924,-1862
1729867954.2140174,-1862
1729867954.217293,-1862
1729867954.220187,1847
1729867954.2230737,-856
1729867954.2266347,-529
1729867954.2299337,359
1729867954.233047,116
1729867954.2359412,84
1729867954.2387893,987
1729867954.2416608,343
1729867954.2459662,343
1729867954.2503548,343
1729867954.2550871,343
1729867954.2754307,-1457
1729867954.2798634,804
1729867954.284375,804
1729867954.2877333,804
1729867954.2910755,804
1729867954.2939467,804
1729867954.2972107,804
1729867954.3001263,804
1729867954.303055,-662
1729867954.3059351,-876
1729867954.3087814,-274
1729867954.3119767,333
1729867954.3148537,-23
1729867954.3176985,-23
1729867954.321139,-23
1729867954.3240612,-23
1729867954.3270502,-23
1729867954.3316288,-746
1729867954.3355665,-1364
1729867954.3394089,136
1729867954.3433745,-1162
1729867954.3480544,-1177
1729867954.3539572,-436
1729867954.3589756,859
1729867954.3636708,-804
1729867954.3684313,405
1729867954.3914187,-72
1729867954.3960826,777
1729867954.4005747,-225
1729867954.4053006,568
1729867954.4095726,390
1729867954.4148204,-519
1729867954.4196613,-151
1729867954.4242861,373
1729867954.428824,-907
1729867954.4331746,-316
1729867954.437408,-316
1729867954.4420629,-316
1729867954.4475439,-625
1729867954.4520402,-33
1729867954.455936,492
1729867954.4597573,-618
1729867954.4643915,-133
1729867954.4683294,461
1729867954.4721649,461
1729867954.476953,461
1729867954.481311,-514
1729867954.5048304,-514
1729867954.5105724,866
1729867954.5154512,109
1729867954.5197184,109
1729867954.5239992,109
1729867954.528304,109
1729867954.5328517,109
1729867954.5373876,109
1729867954.542141,372
1729867954.5466845,372
1729867954.5509865,372
1729867954.555456,372
1729867954.5597157,-163
1729867954.564834,-997
1729867954.5697472,-430
1729867954.575981,-777
1729867954.5812354,-503
1729867954.5843513,-503
1729867954.5872452,-503
1729867954.5901444,-503
1729867954.5930772,109
1729867954.5959446,-247
1729867954.6184373,-1284
1729867954.6228454,2047
1729867954.627236,2047
1729867954.6326466,2047
1729867954.638286,1697
1729867954.6428819,1766
1729867954.6478844,1579
1729867954.6524942,1368
1729867954.6571426,1323
1729867954.661382,1223
1729867954.667042,1144
1729867954.6716416,1144
1729867954.675894,1144
1729867954.6806152,1144
1729867954.685227,1144
1729867954.689878,1144
1729867954.6941307,1144
1729867954.6995347,1144
1729867954.7038605,1144
1729867954.7081041,1144
1729867954.7130744,1144
1729867954.7182744,1105
1729867954.7382898,960
1729867954.741511,-29
1729867954.7448087,-27
1729867954.747746,-27
1729867954.7516272,153
1729867954.7563474,-11
1729867954.7627764,-97
1729867954.7673547,-52
1729867954.7715917,-52
1729867954.7758386,-52
1729867954.7808897,-52
1729867954.7860615,-27
1729867954.7917638,4
1729867954.7976377,-340
1729867954.8028345,-565
1729867954.8073525,-1446
1729867954.8117642,-1446
1729867954.816086,-1446
1729867954.8203137,-1446
1729867954.8249981,-1446
1729867954.8296208,-1446
1729867954.833994,-1446
1729867954.8395128,-1446
1729867954.8590443,282
1729867954.8645294,1338
1729867954.8692822,180
1729867954.8737657,715
1729867954.8783991,-241
1729867954.882842,683
1729867954.8883617,-1112
1729867954.8926604,-286
1729867954.8975322,283
1729867954.9022975,801
1729867954.9067333,330
1729867954.911601,-630
1729867954.9172611,647
1729867954.9220712,40
1729867954.9263983,40
1729867954.931061,40
1729867954.9353113,40
1729867954.9398026,40
1729867954.9444165,796
1729867954.9510324,-1010
1729867954.9555986,726
1729867954.9598405,726
1729867954.9803226,726
1729867954.9853742,522
1729867954.98981,545
1729867954.9944835,545
1729867954.9988573,545
1729867955.0031896,545
1729867955.0074346,545
1729867955.0122,545
1729867955.0168533,545
1729867955.0212944,545
1729867955.0255656,545
1729867955.030012,545
1729867955.0343568,545
1729867955.0385985,545
1729867955.0431864,545
1729867955.04788,545
1729867955.0525353,545
1729867955.057097,-584
1729867955.0613213,888
1729867955.066994,336
1729867955.0713067,-811
1729867955.0917,-811
1729867955.0964968,-587
1729867955.100891,-587
1729867955.1052127,914
1729867955.1101704,914
1729867955.114742,914
1729867955.119329,631
1729867955.1235685,88
1729867955.1277587,88
1729867955.1330538,88
1729867955.1382527,-557
1729867955.1431248,-248
1729867955.1478288,-248
1729867955.152217,-248
1729867955.1565635,369
1729867955.160844,707
